_id,area,baths_count,building_floors,date,district,flat_floor,neighborhood,price,rooms_count,warming_type
60bd2f42b097b4e869d41eae,80 m2,2,16 Katlı,Bugün,Beylikdüzü,14. Kat,Cumhuriyet,349.000 TL,2,Kombi
60bd2f47b097b4e869d41eaf,115 m2,Eşyalı Değil,9 Katlı,Bugün,Kadıköy,6. Kat,Kozyatağı,1.325.000 TL,4,Kombi
60bd2f4ab097b4e869d41eb0,405 m2,Eşyalı Değil,3 Katlı,Dün,Beylikdüzü,3. Kat,Adnan Kahveci,4.900.000 TL,9,Kombi
60bd2f4db097b4e869d41eb1,100 m2,Eşyalı Değil,7 Katlı,Dün,Esenyurt,Kot 1,Cumhuriyet,169.999 TL,3,Kombi
60bd2f4fb097b4e869d41eb2,150 m2,Uygun,5 Katlı,3 Gün Önce,Beşiktaş,1. Kat,Bebek,11.000.000 TL,4,Merkezi
60bd2f52b097b4e869d41eb3,100 m2,Eşyalı Değil,6 Katlı,6 Gün Önce,Beşiktaş,4. Kat,Arnavutköy,3.000.000 TL,3,Kombi
60bd2f54b097b4e869d41eb4,100 m2,Eşyalı Değil,6 Katlı,21 Gün Önce,Beşiktaş,2. Kat,Arnavutköy,2.500.000 TL,2,Kombi
60bd2f56b097b4e869d41eb5,110 m2,Eşyalı Değil,4 Katlı,20 Gün Önce,Beşiktaş,Bahçe Katı,Arnavutköy,1.500.000 TL,3,Kombi
60bd2f58b097b4e869d41eb6,90 m2,Eşyalı Değil,5 Katlı,6 Gün Önce,Beşiktaş,Giriş Katı,Arnavutköy,1.100.000 TL,3,Kombi
60bd2f5bb097b4e869d41eb7,200 m2,Uygun,3 Katlı,Bugün,Bakırköy,1. Kat,Şenlikköy,7.000.000 TL,5,Kombi
60bd2f5eb097b4e869d41eb8,170 m2,Uygun,3 Katlı,Bugün,Bakırköy,Bahçe Katı,Şenlikköy,3.500.000 TL,4,Kombi
60bd2f62b097b4e869d41eb9,200 m2,Bilinmiyor,3 Katlı,Bugün,Bakırköy,1. Kat,Şenlikköy,2.900.000 TL,4,Kombi
60bd2f65b097b4e869d41eba,280 m2,Eşyalı Değil,6 Katlı,Bugün,Bakırköy,2. Kat,Şenlikköy,10.250.000 TL,6,Merkezi (Pay Ölçer)
60bd2f67b097b4e869d41ebb,145 m2,Eşyalı Değil,4 Katlı,Bugün,Beylikdüzü,4. Kat,Cumhuriyet,319.000 TL,4,Kombi
60bd2f6ab097b4e869d41ebc,105 m2,Eşyalı Değil,4 Katlı,Bugün,Beylikdüzü,Bahçe Katı,Cumhuriyet,129.000 TL,3,Kombi
60bd2f6cb097b4e869d41ebd,135 m2,Eşyalı Değil,4 Katlı,Bugün,Beylikdüzü,Kot 1,Cumhuriyet,229.000 TL,4,Kombi
60bd2f6eb097b4e869d41ebe,160 m2,Sıfır Bina,null,Bugün,Beylikdüzü,3. Kat,Cumhuriyet,306.000 TL,5,null
60bd2f71b097b4e869d41ebf,115 m2,Eşyalı Değil,4 Katlı,Bugün,Beylikdüzü,1. Kat,Cumhuriyet,269.000 TL,3,Kombi
60bd2f74b097b4e869d41ec0,145 m2,Uygun,6 Katlı,Bugün,Başakşehir,2. Kat,Bahçeşehir 2. Kısım,455.000 TL,4,Kombi
60bd2f7db097b4e869d41ec1,70 m2,Uygun,6 Katlı,Bugün,Kağıthane,Kot 1,Harmantepe,320.000 TL,3,Kombi
60bd2f7fb097b4e869d41ec2,100 m2,Uygun,5 Katlı,Bugün,Beylikdüzü,2. Kat,Cumhuriyet,195.000 TL,3,Kombi
60bd2f82b097b4e869d41ec3,145 m2,2,12 Katlı,Bugün,Beylikdüzü,6. Kat,Cumhuriyet,775.000 TL,4,Kombi
60bd2f85b097b4e869d41ec4,110 m2,Eşyalı Değil,5 Katlı,Bugün,Beylikdüzü,3. Kat,Cumhuriyet,410.000 TL,3,Kombi
60bd2f88b097b4e869d41ec5,120 m2,2,15 Katlı,Bugün,Beylikdüzü,9. Kat,Cumhuriyet,229.000 TL,3,Kombi
60bd2f8bb097b4e869d41ec6,80 m2,1,15 Katlı,Bugün,Beylikdüzü,9. Kat,Cumhuriyet,285.000 TL,2,Kombi
60bd2f8db097b4e869d41ec7,90 m2,Uygun,4 Katlı,Bugün,Beylikdüzü,Bahçe Katı,Cumhuriyet,139.000 TL,3,Kombi
60bd2f90b097b4e869d41ec8,100 m2,Uygun,5 Katlı,Bugün,Beylikdüzü,2. Kat,Yakuplu,309.000 TL,3,Kombi
60bd2f94b097b4e869d41ec9,70 m2,Uygun,5 Katlı,Bugün,Beylikdüzü,Bahçe Katı,Yakuplu,244.000 TL,2,Kombi
60bd2f96b097b4e869d41eca,100 m2,Uygun,5 Katlı,Bugün,Beylikdüzü,Bahçe Katı,Yakuplu,239.000 TL,3,Kombi
60bd2f99b097b4e869d41ecb,95 m2,Uygun,4 Katlı,Bugün,Esenyurt,2. Kat,Talatpaşa,299.900 TL,3,Kombi
60bd2f9cb097b4e869d41ecc,105 m2,Uygun,4 Katlı,Bugün,Esenyurt,3. Kat,Güzelyurt,199.900 TL,3,Kombi
60bd2f9eb097b4e869d41ecd,105 m2,Uygun,6 Katlı,Bugün,Beylikdüzü,1. Kat,Cumhuriyet,149.900 TL,3,Kombi
60bd2fa1b097b4e869d41ece,155 m2,Uygun,4 Katlı,Bugün,Esenyurt,2. Kat,Güzelyurt,200.000 TL,4,Kombi
60bd2fa4b097b4e869d41ecf,105 m2,Uygun,5 Katlı,Bugün,Beylikdüzü,5. Kat,Yakuplu,449.000 TL,3,Kombi
60bd2fa6b097b4e869d41ed0,100 m2,Uygun,5 Katlı,Bugün,Esenyurt,2. Kat,Güzelyurt,259.000 TL,3,Kombi
60bd2faab097b4e869d41ed1,50 m2,Eşyalı Değil,4 Katlı,Bugün,Üsküdar,Bahçe Katı,Bulgurlu,249.000 TL,2,Kombi
60bd2fadb097b4e869d41ed2,160 m2,Eşyalı Değil,6 Katlı,Bugün,Şişli,6. Kat,Merkez,3.500.000 TL,4,Kombi
60bd2fafb097b4e869d41ed3,105 m2,Uygun,5 Katlı,208 Gün Önce,Beylikdüzü,3. Kat,Yakuplu,399.000 TL,3,Kombi
60bd2fb8b097b4e869d41ed4,135 m2,Uygun,15 Katlı,Bugün,Esenyurt,9. Kat,Cumhuriyet,589.000 TL,3,Kombi
60bd2fbab097b4e869d41ed5,85 m2,Eşyalı Değil,12 Katlı,Bugün,Kadıköy,Bahçe Katı,Göztepe,1.430.000 TL,3,Merkezi (Pay Ölçer)
60bd2fbdb097b4e869d41ed6,250 m2,Eşyalı Değil,14 Katlı,Bugün,Kadıköy,3. Kat,Suadiye,5.350.000 TL,5,Kombi
60bd2fbfb097b4e869d41ed7,135 m2,Eşyalı Değil,6 Katlı,Bugün,Kadıköy,5. Kat,Erenköy,1.395.000 TL,4,Merkezi
60bd2fc2b097b4e869d41ed8,168 m2,Eşyalı Değil,5 Katlı,49 Gün Önce,Beşiktaş,3. Kat,Ulus,3.990.000 TL,4,Merkezi
60bd2fc4b097b4e869d41ed9,168 m2,Eşyalı Değil,5 Katlı,99 Gün Önce,Beşiktaş,5. Kat,Ulus,3.550.000 TL,4,Merkezi
60bd2fc7b097b4e869d41eda,146 m2,Uygun,5 Katlı,Dün,Maltepe,1. Kat,İdealtepe,1.350.000 TL,4,Merkezi (Pay Ölçer)
60bd2fc9b097b4e869d41edb,120 m2,Uygun,4 Katlı,Dün,Maltepe,1. Kat,Feyzullah,526.000 TL,4,Kombi
60bd2fccb097b4e869d41edc,125 m2,Eşyalı Değil,6 Katlı,Dün,Beylikdüzü,3. Kat,Adnan Kahveci,585.000 TL,3,Kombi
60bd2fcfb097b4e869d41edd,170 m2,2,11 Katlı,Dün,Beylikdüzü,9. Kat,Adnan Kahveci,765.000 TL,4,Kombi
60bd2fd1b097b4e869d41ede,105 m2,6 Katlı,null,Dün,Çekmeköy,1. Kat,Ekşioğlu,387.000 TL,3,Kombi
60bd2fd4b097b4e869d41edf,130 m2,Uygun,6 Katlı,Dün,Avcılar,Giriş Katı,Mustafa Kemal Paşa,355.000 TL,4,Kombi
60bd2fd6b097b4e869d41ee0,100 m2,Eşyalı Değil,5 Katlı,Dün,Beylikdüzü,1. Kat,Yakuplu,269.000 TL,3,Kombi
60bd2fd8b097b4e869d41ee1,100 m2,Uygun,5 Katlı,Dün,Esenyurt,Giriş Katı,Ardıçlı,139.000 TL,3,Kombi
60bd2fdab097b4e869d41ee2,100 m2,Uygun,5 Katlı,Dün,Beylikdüzü,Yüksek Giriş,Cumhuriyet,149.900 TL,3,Kombi
60bd2fdcb097b4e869d41ee3,140 m2,Uygun,5 Katlı,Dün,Esenyurt,2. Kat,Mehterçeşme,435.000 TL,4,Kombi
60bd2fdfb097b4e869d41ee4,100 m2,Uygun,6 Katlı,17 Gün Önce,Beylikdüzü,4. Kat,Cumhuriyet,259.000 TL,3,Kombi
60bd2fe1b097b4e869d41ee5,350 m2,Kombi,null,Dün,Avcılar,4. Kat,Merkez,1.109.000 TL,7,null
60bd2fe3b097b4e869d41ee6,150 m2,Eşyalı Değil,5 Katlı,5 Gün Önce,Kağıthane,1. Kat,Sultan Selim,625.000 TL,4,Kombi
60bd2febb097b4e869d41ee7,225 m2,Kombi,null,Dün,Esenyurt,3. Kat,Güzelyurt,725.000 TL,6,null
60bd2fedb097b4e869d41ee8,90 m2,Merkezi (Pay Ölçer),null,Dün,Başakşehir,5. Kat,Bahçeşehir 2. Kısım,359.000 TL,2,null
60bd2fefb097b4e869d41ee9,230 m2,Uygun,4 Katlı,Dün,Maltepe,4. Kat,İdealtepe,1.675.000 TL,5,Kombi
60bd2ff7b097b4e869d41eea,75 m2,Eşyalı Değil,4 Katlı,Dün,Maltepe,Giriş Katı,Küçükyalı,550.000 TL,2,Kombi
60bd2ffab097b4e869d41eeb,220 m2,Uygun,5 Katlı,Dün,Maltepe,5. Kat,İdealtepe,1.780.000 TL,6,Kombi
60bd2ffdb097b4e869d41eec,66 m2,Uygun,4 Katlı,Dün,Maltepe,Giriş Katı,İdealtepe,385.000 TL,2,Kombi
60bd2fffb097b4e869d41eed,265 m2,Uygun,4 Katlı,Dün,Maltepe,4. Kat,İdealtepe,2.320.000 TL,7,Kombi
60bd3001b097b4e869d41eee,115 m2,Uygun,4 Katlı,Dün,Maltepe,4. Kat,Altıntepe,750.000 TL,3,Kombi
60bd3004b097b4e869d41eef,115 m2,Uygun,4 Katlı,9 Gün Önce,Esenyurt,Yüksek Giriş,Üçevler,284.000 TL,3,Kombi
60bd3007b097b4e869d41ef0,100 m2,Uygun,4 Katlı,Dün,Esenyurt,Bahçe Katı,Atatürk,145.000 TL,3,Kombi
60bd300db097b4e869d41ef1,110 m2,Uygun,4 Katlı,Dün,Esenyurt,2. Kat,Balıkyolu,309.000 TL,3,Kombi
60bd3010b097b4e869d41ef2,100 m2,Uygun,4 Katlı,Dün,Esenyurt,Bahçe Katı,Akşemseddin,167.000 TL,3,Kombi
60bd3013b097b4e869d41ef3,90 m2,Uygun,6 Katlı,Dün,Avcılar,2. Kat,Mustafa Kemal Paşa,194.000 TL,3,Kombi
60bd3015b097b4e869d41ef4,100 m2,Uygun,4 Katlı,Dün,Esenyurt,Bahçe Katı,Üçevler,158.500 TL,3,Kombi
60bd3017b097b4e869d41ef5,90 m2,Uygun,4 Katlı,Dün,Beylikdüzü,Bahçe Katı,Yakuplu,199.000 TL,3,Kombi
60bd3019b097b4e869d41ef6,200 m2,Uygun,5 Katlı,Dün,Beylikdüzü,Çatı Katı,Yakuplu,585.000 TL,6,Kombi
60bd301cb097b4e869d41ef7,145 m2,Uygun,5 Katlı,Dün,Esenyurt,2. Kat,Güzelyurt,399.000 TL,4,Kombi
60bd301eb097b4e869d41ef8,120 m2,5 Katlı,null,Dün,Esenyurt,3. Kat,Güzelyurt,399.000 TL,3,Kombi
60bd3020b097b4e869d41ef9,105 m2,Uygun değil,31 Katlı,Dün,Başakşehir,5. Kat,Bahçeşehir 2. Kısım,449.000 TL,3,Merkezi (Pay Ölçer)
60bd3029b097b4e869d41efa,186 m2,Eşyalı Değil,3 Katlı,2 Gün Önce,Beylikdüzü,2. Kat,Adnan Kahveci,1.350.000 TL,4,Kombi
60bd302bb097b4e869d41efb,160 m2,Uygun,4 Katlı,Dün,Esenyurt,3. Kat,Cumhuriyet,680.000 TL,5,Kombi
60bd302db097b4e869d41efc,135 m2,Uygun,5 Katlı,Dün,Beylikdüzü,Bodrum ve Zemin,Cumhuriyet,132.500 TL,4,Kombi
60bd3030b097b4e869d41efd,120 m2,Eşyalı Değil,6 Katlı,Dün,Beylikdüzü,3. Kat,Cumhuriyet,345.000 TL,3,Kombi
60bd3033b097b4e869d41efe,160 m2,Eşyalı,20 Katlı,Dün,Başakşehir,12. Kat,Bahçeşehir 2. Kısım,460.000 TL,4,Merkezi
60bd3037b097b4e869d41eff,115 m2,1,30 Katlı,Dün,Başakşehir,10. Kat,Bahçeşehir 2. Kısım,450.000 TL,3,Merkezi
60bd303ab097b4e869d41f00,160 m2,2,30 Katlı,Dün,Başakşehir,7. Kat,Bahçeşehir 1. Kısım,460.000 TL,4,Merkezi
60bd303db097b4e869d41f01,115 m2,2,30 Katlı,Dün,Başakşehir,7. Kat,Bahçeşehir 2. Kısım,225.000 TL,3,Merkezi
60bd3040b097b4e869d41f02,160 m2,2,15 Katlı,Dün,Beylikdüzü,7. Kat,Barış,330.000 TL,4,Merkezi
60bd3043b097b4e869d41f03,145 m2,12 Katlı,null,Dün,Kadıköy,2. Kat,Göztepe,2.950.000 TL,4,Kombi
60bd3045b097b4e869d41f04,125 m2,Uygun,10 Katlı,Dün,Kadıköy,7. Kat,Suadiye,2.095.000 TL,4,Kombi
60bd3048b097b4e869d41f05,220 m2,3,3 Katlı,Dün,Sarıyer,Çatı Katı,Maden,3.895.000 TL,5,Kombi
60bd304bb097b4e869d41f06,120 m2,Eşyalı Değil,5 Katlı,Dün,Kağıthane,Bahçe Katı,Seyrantepe,485.000 TL,4,Kat Kaloriferi
60bd304db097b4e869d41f07,140 m2,Eşyalı Değil,3 Katlı,Dün,Küçükçekmece,2. Kat,Cumhuriyet,750.000 TL,4,Kombi
60bd304fb097b4e869d41f08,125 m2,Eşyalı Değil,5 Katlı,Dün,Küçükçekmece,1. Kat,Fevzi Çakmak,270.000 TL,4,Kombi
60bd3051b097b4e869d41f09,120 m2,1,5 Katlı,Dün,Beylikdüzü,4. Kat,Cumhuriyet,249.900 TL,4,Kombi
60bd3053b097b4e869d41f0a,98 m2,Eşyalı Değil,5 Katlı,Dün,Esenyurt,Bahçe Katı,Üçevler,139.900 TL,3,Kombi
60bd3055b097b4e869d41f0b,100 m2,Eşyalı Değil,5 Katlı,Dün,Avcılar,2. Kat,Mustafa Kemal Paşa,255.000 TL,3,Kombi
60bd3058b097b4e869d41f0c,90 m2,Eşyalı Değil,5 Katlı,Dün,Şişli,2. Kat,Merkez,760.000 TL,3,Merkezi (Pay Ölçer)
60bd3061b097b4e869d41f0d,212 m2,Eşyalı Değil,5 Katlı,Dün,Beşiktaş,Bahçe Katı,Levazım,10.500.000 TL,4,Merkezi (Pay Ölçer)
60bd3064b097b4e869d41f0e,458 m2,Eşyalı Değil,5 Katlı,Dün,Beşiktaş,Çatı Katı,Levazım,19.250.000 TL,7,Merkezi (Pay Ölçer)
60bd3066b097b4e869d41f0f,100 m2,Uygun,4 Katlı,31 Gün Önce,Beylikdüzü,Yüksek Giriş,Cumhuriyet,170.000 TL,3,Kombi
60bd3068b097b4e869d41f10,135 m2,Uygun,4 Katlı,33 Gün Önce,Esenyurt,Giriş Katı,İstiklal,154.900 TL,4,Kombi
60bd306ab097b4e869d41f11,140 m2,Eşyalı Değil,6 Katlı,49 Gün Önce,Şişli,1. Kat,Teşvikiye,2.495.000 TL,5,Merkezi
60bd306cb097b4e869d41f12,90 m2,Uygun,6 Katlı,Dün,Esenyurt,2. Kat,Güzelyurt,267.000 TL,3,Kombi
60bd306eb097b4e869d41f13,90 m2,5 Katlı,null,Dün,Beyoğlu,5. Kat,Firuzağa,1.250.000 TL,3,Kombi
60bd3071b097b4e869d41f14,140 m2,Uygun,3 Katlı,Dün,Beşiktaş,Bahçe Katı,Ortaköy,2.250.000 TL,4,Kombi
60bd3073b097b4e869d41f15,110 m2,Eşyalı Değil,5 Katlı,Dün,Beylikdüzü,2. Kat,Cumhuriyet,320.000 TL,3,Kombi
60bd3076b097b4e869d41f16,120 m2,2,10 Katlı,Dün,Beylikdüzü,7. Kat,Cumhuriyet,380.000 TL,3,Kombi
60bd3079b097b4e869d41f17,100 m2,Kombi,null,Dün,Beylikdüzü,2. Kat,Cumhuriyet,289.000 TL,3,null
60bd307bb097b4e869d41f18,207 m2,Uygun,6 Katlı,Dün,Beşiktaş,6. Kat,Ortaköy,4.400.000 TL,5,Merkezi (Pay Ölçer)
60bd307eb097b4e869d41f19,150 m2,Uygun,12 Katlı,Dün,Kadıköy,2. Kat,Caddebostan,3.650.000 TL,4,Kombi
60bd3080b097b4e869d41f1a,140 m2,Uygun,10 Katlı,Dün,Kadıköy,7. Kat,Suadiye,2.095.000 TL,4,Kombi
60bd3082b097b4e869d41f1b,290 m2,Uygun,7 Katlı,Dün,Kadıköy,7. Kat,Suadiye,5.950.000 TL,6,Kombi
60bd3085b097b4e869d41f1c,130 m2,Uygun,7 Katlı,Dün,Kadıköy,6. Kat,Suadiye,1.795.000 TL,4,Kombi
60bd3088b097b4e869d41f1d,145 m2,Uygun,10 Katlı,Dün,Kadıköy,3. Kat,Göztepe,2.700.000 TL,4,Kombi
60bd308bb097b4e869d41f1e,190 m2,Uygun,7 Katlı,Dün,Kadıköy,6. Kat,Bostancı,1.790.000 TL,4,Kombi
60bd308eb097b4e869d41f1f,150 m2,Uygun,11 Katlı,Dün,Kadıköy,2. Kat,Göztepe,2.950.000 TL,4,Kombi
60bd3097b097b4e869d41f20,396 m2,Uygun,15 Katlı,Dün,Kadıköy,15. Kat,Suadiye,5.250.000 TL,7,Kombi
60bd3099b097b4e869d41f21,155 m2,Uygun,4 Katlı,Dün,Kadıköy,1. Kat,Feneryolu,3.100.000 TL,5,Kombi
60bd309bb097b4e869d41f22,160 m2,Uygun,10 Katlı,Dün,Kadıköy,Yüksek Giriş,Erenköy,1.475.000 TL,4,Kombi
60bd309eb097b4e869d41f23,140 m2,Uygun,17 Katlı,Dün,Kadıköy,14. Kat,Caddebostan,3.500.000 TL,4,Kombi
60bd30a0b097b4e869d41f24,150 m2,Uygun,9 Katlı,Dün,Kadıköy,7. Kat,Suadiye,2.750.000 TL,4,Kombi
60bd30a3b097b4e869d41f25,200 m2,Uygun,10 Katlı,Dün,Kadıköy,5. Kat,Erenköy,1.745.000 TL,5,Merkezi
60bd30a5b097b4e869d41f26,200 m2,Uygun,4 Katlı,Dün,Kadıköy,4. Kat,Fenerbahçe,5.800.000 TL,5,Kombi
60bd30a8b097b4e869d41f27,125 m2,Uygun,8 Katlı,Dün,Kadıköy,2. Kat,Erenköy,1.850.000 TL,4,Kombi
60bd30aab097b4e869d41f28,155 m2,Uygun,15 Katlı,Dün,Kadıköy,12. Kat,Göztepe,3.450.000 TL,4,Kombi
60bd30acb097b4e869d41f29,350 m2,Uygun,13 Katlı,Dün,Kadıköy,13. Kat,Göztepe,7.250.000 TL,6,Kombi
60bd30aeb097b4e869d41f2a,170 m2,Uygun,12 Katlı,Dün,Kadıköy,9. Kat,Caddebostan,5.500.000 TL,5,Kombi
60bd30b1b097b4e869d41f2b,175 m2,12 Katlı,null,Dün,Kadıköy,10. Kat,Göztepe,5.000.000 TL,5,Kombi
60bd30b3b097b4e869d41f2c,140 m2,9 Katlı,null,Dün,Kadıköy,9. Kat,Erenköy,2.750.000 TL,4,Kombi
60bd30b5b097b4e869d41f2d,135 m2,Uygun,14 Katlı,Dün,Kadıköy,11. Kat,Erenköy,2.150.000 TL,4,Merkezi (Pay Ölçer)
60bd30b8b097b4e869d41f2e,120 m2,Uygun,4 Katlı,5 Gün Önce,Maltepe,4. Kat,Feyzullah,564.000 TL,4,Kombi
60bd30bab097b4e869d41f2f,180 m2,Eşyalı Değil,14 Katlı,Dün,Beylikdüzü,14. Kat,Barış,580.000 TL,4,Kombi
60bd30bdb097b4e869d41f30,150 m2,Uygun,4 Katlı,Dün,Büyükçekmece,Çatı Katı,Cumhuriyet,745.000 TL,5,Kombi
60bd30bfb097b4e869d41f31,100 m2,Eşyalı Değil,5 Katlı,Dün,Beylikdüzü,3. Kat,Büyükşehir,217.500 TL,3,Kombi
60bd30c2b097b4e869d41f32,100 m2,Eşyalı Değil,4 Katlı,Dün,Beylikdüzü,3. Kat,Cumhuriyet,180.000 TL,3,Kombi
60bd30cab097b4e869d41f33,95 m2,Eşyalı Değil,5 Katlı,Dün,Beylikdüzü,Kot 1,Cumhuriyet,145.500 TL,3,Kombi
60bd30ccb097b4e869d41f34,115 m2,Eşyalı Değil,10 Katlı,21 Gün Önce,Çekmeköy,1. Kat,Cumhuriyet,455.000 TL,3,Kombi
60bd30cfb097b4e869d41f35,85 m2,Uygun,4 Katlı,Dün,Beşiktaş,1. Kat,Vişnezade,1.050.000 TL,3,Kombi
60bd30d1b097b4e869d41f36,175 m2,Eşyalı Değil,5 Katlı,2 Gün Önce,Şişli,1. Kat,Merkez,1.800.000 TL,4,Kombi
60bd30d4b097b4e869d41f37,145 m2,Eşyalı Değil,15 Katlı,2 Gün Önce,Beylikdüzü,14. Kat,Adnan Kahveci,695.000 TL,4,Kombi
60bd30d6b097b4e869d41f38,55 m2,50 Yaşında,null,6 Gün Önce,Fatih,En Üst Kat,Şehremini,160.000 TL,2,null
60bd30d8b097b4e869d41f39,220 m2,Uygun,4 Katlı,2 Gün Önce,Maltepe,4. Kat,İdealtepe,1.400.000 TL,6,Kombi
60bd30dbb097b4e869d41f3a,130 m2,Uygun,4 Katlı,2 Gün Önce,Maltepe,3. Kat,Küçükyalı,965.000 TL,4,Kombi
60bd30deb097b4e869d41f3b,100 m2,Uygun,4 Katlı,2 Gün Önce,Maltepe,Bahçe Katı,Altıntepe,765.000 TL,3,Kombi
60bd30e0b097b4e869d41f3c,110 m2,Uygun,4 Katlı,19 Gün Önce,Maltepe,2. Kat,Küçükyalı,720.000 TL,3,Kombi
60bd30e4b097b4e869d41f3d,110 m2,Uygun,4 Katlı,2 Gün Önce,Maltepe,2. Kat,Küçükyalı,540.000 TL,3,Kombi
60bd30e6b097b4e869d41f3e,90 m2,Uygun,4 Katlı,7 Gün Önce,Maltepe,Giriş Katı,Küçükyalı,350.000 TL,3,Kombi
60bd30eab097b4e869d41f3f,100 m2,Eşyalı Değil,3 Katlı,4 Gün Önce,Büyükçekmece,2. Kat,Mimar Sinan Merkez,980.000 TL,3,Kombi
60bd30f0b097b4e869d41f40,100 m2,Uygun,5 Katlı,3 Gün Önce,Esenyurt,1. Kat,Akevler,175.000 TL,3,Kombi
60bd30f4b097b4e869d41f41,95 m2,Uygun,6 Katlı,12 Gün Önce,Beylikdüzü,Kot 1,Cumhuriyet,159.000 TL,3,Kombi
60bd30f7b097b4e869d41f42,350 m2,Uygun,5 Katlı,16 Gün Önce,Beşiktaş,5. Kat,Levazım,9.500.000 TL,6,Merkezi
60bd30fab097b4e869d41f43,340 m2,4 Katlı,null,216 Gün Önce,Beşiktaş,4. Kat,Akat,16.500.000 TL,7,Merkezi
60bd30fcb097b4e869d41f44,210 m2,5 Katlı,null,134 Gün Önce,Beşiktaş,Bahçe Katı,Akat,9.250.000 TL,6,Merkezi
60bd30ffb097b4e869d41f45,180 m2,2,6 Katlı,37 Gün Önce,Beşiktaş,1. Kat,Etiler,7.200.000 TL,4,Merkezi
60bd3108b097b4e869d41f46,168 m2,Uygun,6 Katlı,134 Gün Önce,Beşiktaş,2. Kat,Levazım,7.000.000 TL,3,Merkezi (Pay Ölçer)
60bd3109b097b4e869d41f47,150 m2,Kombi,null,134 Gün Önce,Beşiktaş,Villa Katı,Kültür,2.450.000 TL,6,null
60bd310bb097b4e869d41f48,107 m2,Merkezi,null,134 Gün Önce,Eyüpsultan,4. Kat,Emniyettepe,920.000 TL,3,null
60bd310fb097b4e869d41f49,150 m2,Kombi,null,4 Gün Önce,Beylikdüzü,12. Kat,Barış,720.000 TL,4,null
60bd3113b097b4e869d41f4a,105 m2,Eşyalı Değil,5 Katlı,79 Gün Önce,Küçükçekmece,4. Kat,Fatih,680.000 TL,3,Belirtilmemiş
60bd3116b097b4e869d41f4b,160 m2,Eşyalı,4 Katlı,2 Gün Önce,Beşiktaş,Yüksek Giriş,Bebek,6.400.000 TL,3,Merkezi
60bd3119b097b4e869d41f4c,130 m2,Uygun,5 Katlı,34 Gün Önce,Beylikdüzü,2. Kat,Cumhuriyet,440.000 TL,4,Kombi
60bd311bb097b4e869d41f4d,140 m2,6 Katlı,null,2 Gün Önce,Şişli,1. Kat,Teşvikiye,2.600.000 TL,4,Kombi
60bd311db097b4e869d41f4e,342 m2,Uygun,33 Katlı,2 Gün Önce,Ataşehir,En Üst Kat,Atatürk,4.500.000 TL,5,Merkezi
60bd3120b097b4e869d41f4f,168 m2,24 Katlı,null,2 Gün Önce,Maltepe,21 ve üzeri,Küçükyalı,2.750.000 TL,4,Merkezi
60bd3124b097b4e869d41f50,210 m2,Kombi,null,2 Gün Önce,Ataşehir,2. Kat,Barbaros,3.080.000 TL,5,null
60bd3132b097b4e869d41f51,85 m2,1,6 Katlı,2 Gün Önce,Ataşehir,6. Kat,Atatürk,900.000 TL,3,Merkezi
60bd3134b097b4e869d41f52,136 m2,Eşyalı Değil,9 Katlı,2 Gün Önce,Ataşehir,4. Kat,Atatürk,1.500.000 TL,4,Merkezi (Pay Ölçer)
60bd3137b097b4e869d41f53,95 m2,Merkezi (Pay Ölçer),null,2 Gün Önce,Ümraniye,4. Kat,İstiklal,585.000 TL,3,null
60bd3139b097b4e869d41f54,105 m2,5 Katlı,null,6 Gün Önce,Çekmeköy,2. Kat,Ekşioğlu,358.999 TL,3,Kombi
60bd313db097b4e869d41f55,125 m2,Eşyalı Değil,10 Katlı,2 Gün Önce,Kadıköy,7. Kat,Suadiye,2.095.000 TL,4,Kombi
60bd3140b097b4e869d41f56,80 m2,5 Katlı,null,2 Gün Önce,Şişli,3. Kat,Paşa,620.000 TL,3,Kombi
60bd3144b097b4e869d41f57,110 m2,1,12 Katlı,2 Gün Önce,Beylikdüzü,8. Kat,Adnan Kahveci,450.000 TL,3,Kombi
60bd3147b097b4e869d41f58,125 m2,Eşyalı Değil,4 Katlı,80 Gün Önce,Maltepe,1. Kat,Altıntepe,495.000 TL,4,Kombi
60bd3150b097b4e869d41f59,105 m2,Eşyalı Değil,3 Katlı,188 Gün Önce,Maltepe,Giriş Katı,Küçükyalı,415.000 TL,3,Kombi
60bd3153b097b4e869d41f5a,160 m2,Eşyalı Değil,4 Katlı,97 Gün Önce,Maltepe,Giriş Katı,Çınar,405.000 TL,4,Kombi
60bd3156b097b4e869d41f5b,485 m2,4,5 Katlı,54 Gün Önce,Maltepe,5. Kat,Altıntepe,4.950.000 TL,7,Kombi
60bd315ab097b4e869d41f5c,135 m2,Uygun,4 Katlı,205 Gün Önce,Maltepe,2. Kat,Altıntepe,490.000 TL,4,Kombi
60bd315db097b4e869d41f5d,155 m2,Eşyalı Değil,3 Katlı,188 Gün Önce,Maltepe,Giriş Katı,Çınar,405.000 TL,4,Kombi
60bd3160b097b4e869d41f5e,115 m2,Eşyalı Değil,8 Katlı,74 Gün Önce,Maltepe,2. Kat,Altıntepe,790.000 TL,3,Merkezi (Pay Ölçer)
60bd3162b097b4e869d41f5f,80 m2,Kombi,null,69 Gün Önce,Maltepe,Yüksek Giriş,İdealtepe,460.000 TL,2,null
